,material,shape,coat/functional group,synthesismethod,surface charge,size in medium (nm),zeta in medium (mV),no of cells (cells/well),human/animal,cell source,cell tissue,cell morphology,cell age,time (hr),concentration (ug/ml),test,test indicator,viability (%),DOI,core size (nm),surface area,Hydrodynamic diameter (nm),Zeta potential (mV),Cell type,Molecular weight (g/mol)
1425,Au,Sphere,Citrate,Chemical Reduction,,10.0,,15000.0,H,Human,Umbilical Vein,Endothelial,Embryonic,24.0,50.0,CCK-8,TetrazoliumSalt,110.02,10.2147/IJN.S208225,,,,,HUVEC,107.8682
1426,Au,Sphere,Citrate,Chemical Reduction,,10.0,,15000.0,H,Human,Umbilical Vein,Endothelial,Embryonic,24.0,100.0,CCK-8,TetrazoliumSalt,123.42,10.2147/IJN.S208225,,,,,HUVEC,60.08431
1427,Au,Sphere,Citrate,Chemical Reduction,,10.0,,15000.0,H,Human,Umbilical Vein,Endothelial,Embryonic,24.0,200.0,CCK-8,TetrazoliumSalt,111.47,10.2147/IJN.S208225,,,,,HUVEC,60.08431
1428,Au,Sphere,Citrate,Chemical Reduction,,30.0,,15000.0,H,Human,Umbilical Vein,Endothelial,Embryonic,24.0,50.0,CCK-8,TetrazoliumSalt,114.7,10.2147/IJN.S208225,,,,,HUVEC,60.08431
1429,Au,Sphere,Citrate,Chemical Reduction,,30.0,,15000.0,H,Human,Umbilical Vein,Endothelial,Embryonic,24.0,100.0,CCK-8,TetrazoliumSalt,103.72,10.2147/IJN.S208225,,,,,HUVEC,60.08431
1430,Au,Sphere,Citrate,Chemical Reduction,,30.0,,15000.0,H,Human,Umbilical Vein,Endothelial,Embryonic,24.0,200.0,CCK-8,TetrazoliumSalt,108.89,10.2147/IJN.S208225,,,,,HUVEC,60.08431
1431,Au,Sphere,Citrate,Chemical Reduction,,50.0,,15000.0,H,Human,Umbilical Vein,Endothelial,Embryonic,24.0,50.0,CCK-8,TetrazoliumSalt,109.37,10.2147/IJN.S208225,,,,,HUVEC,60.08431
1432,Au,Sphere,Citrate,Chemical Reduction,,50.0,,15000.0,H,Human,Umbilical Vein,Endothelial,Embryonic,24.0,100.0,CCK-8,TetrazoliumSalt,108.89,10.2147/IJN.S208225,,,,,HUVEC,60.08431
1433,Au,Sphere,Citrate,Chemical Reduction,,50.0,,15000.0,H,Human,Umbilical Vein,Endothelial,Embryonic,24.0,200.0,CCK-8,TetrazoliumSalt,116.64,10.2147/IJN.S208225,,,,,HUVEC,60.08431
1434,Pt,Sphere,Citrate,Commercial,,,,15000.0,H,Human,Umbilical Vein,Endothelial,Embryonic,24.0,0.5,CCK-8,TetrazoliumSalt,91.139,10.2147/IJN.S208225,,,5.0,,HUVEC,60.08431
1435,Pt,Sphere,Citrate,Commercial,,,,15000.0,H,Human,Umbilical Vein,Endothelial,Embryonic,24.0,1.0,CCK-8,TetrazoliumSalt,90.416,10.2147/IJN.S208225,,,5.0,,HUVEC,60.08431
1436,Pt,Sphere,Citrate,Commercial,,,,15000.0,H,Human,Umbilical Vein,Endothelial,Embryonic,24.0,2.0,CCK-8,TetrazoliumSalt,87.523,10.2147/IJN.S208225,,,5.0,,HUVEC,60.08431
1437,Pt,Sphere,Citrate,Commercial,,,,15000.0,H,Human,Umbilical Vein,Endothelial,Embryonic,24.0,4.0,CCK-8,TetrazoliumSalt,73.237,10.2147/IJN.S208225,,,5.0,,HUVEC,60.08431
1438,Pt,Sphere,Citrate,Commercial,,,,15000.0,H,Human,Umbilical Vein,Endothelial,Embryonic,24.0,0.5,CCK-8,TetrazoliumSalt,90.958,10.2147/IJN.S208225,,,30.0,,HUVEC,60.08431
1439,Pt,Sphere,Citrate,Commercial,,,,15000.0,H,Human,Umbilical Vein,Endothelial,Embryonic,24.0,1.0,CCK-8,TetrazoliumSalt,89.873,10.2147/IJN.S208225,,,30.0,,HUVEC,60.08431
1440,Pt,Sphere,Citrate,Commercial,,,,15000.0,H,Human,Umbilical Vein,Endothelial,Embryonic,24.0,2.0,CCK-8,TetrazoliumSalt,88.608,10.2147/IJN.S208225,,,30.0,,HUVEC,60.08431
1441,Pt,Sphere,Citrate,Commercial,,,,15000.0,H,Human,Umbilical Vein,Endothelial,Embryonic,24.0,4.0,CCK-8,TetrazoliumSalt,87.523,10.2147/IJN.S208225,,,30.0,,HUVEC,60.08431
1442,Pt,Sphere,Citrate,Commercial,,,,15000.0,H,Human,Umbilical Vein,Endothelial,Embryonic,24.0,0.5,CCK-8,TetrazoliumSalt,98.192,10.2147/IJN.S208225,,,70.0,,HUVEC,60.08431
1443,Pt,Sphere,Citrate,Commercial,,,,15000.0,H,Human,Umbilical Vein,Endothelial,Embryonic,24.0,1.0,CCK-8,TetrazoliumSalt,93.49,10.2147/IJN.S208225,,,70.0,,HUVEC,60.08431
1444,Pt,Sphere,Citrate,Commercial,,,,15000.0,H,Human,Umbilical Vein,Endothelial,Embryonic,24.0,2.0,CCK-8,TetrazoliumSalt,91.628,10.2147/IJN.S208225,,,70.0,,HUVEC,60.08431
1445,Pt,Sphere,Citrate,Commercial,,,,15000.0,H,Human,Umbilical Vein,Endothelial,Embryonic,24.0,4.0,CCK-8,TetrazoliumSalt,89.873,10.2147/IJN.S208225,,,70.0,,HUVEC,60.08431
1446,SiO2,Sphere,None,Commercial,,202.37,,15000.0,H,Human,Umbilical Vein,Endothelial,Embryonic,24.0,6.25,CCK-8,TetrazoliumSalt,87.687,10.2147/IJN.S208225,,,20.0,,HUVEC,60.08431
1447,SiO2,Sphere,None,Commercial,,202.37,,15000.0,H,Human,Umbilical Vein,Endothelial,Embryonic,24.0,12.5,CCK-8,TetrazoliumSalt,83.582,10.2147/IJN.S208225,,,20.0,,HUVEC,60.08431
1448,SiO2,Sphere,None,Commercial,,202.37,,15000.0,H,Human,Umbilical Vein,Endothelial,Embryonic,24.0,25.0,CCK-8,TetrazoliumSalt,79.291,10.2147/IJN.S208225,,,20.0,,HUVEC,60.08431
1449,SiO2,Sphere,None,Commercial,,202.37,,15000.0,H,Human,Umbilical Vein,Endothelial,Embryonic,24.0,50.0,CCK-8,TetrazoliumSalt,82.276,10.2147/IJN.S208225,,,20.0,,HUVEC,60.08431
1450,SiO2,Sphere,None,Commercial,,,,15000.0,H,Human,Umbilical Vein,Endothelial,Embryonic,24.0,6.25,CCK-8,TetrazoliumSalt,96.828,10.2147/IJN.S208225,,,50.0,,HUVEC,231.53262
1451,SiO2,Sphere,None,Commercial,,,,15000.0,H,Human,Umbilical Vein,Endothelial,Embryonic,24.0,12.5,CCK-8,TetrazoliumSalt,94.403,10.2147/IJN.S208225,,,50.0,,HUVEC,231.53262
1452,SiO2,Sphere,None,Commercial,,,,15000.0,H,Human,Umbilical Vein,Endothelial,Embryonic,24.0,25.0,CCK-8,TetrazoliumSalt,89.552,10.2147/IJN.S208225,,,50.0,,HUVEC,231.53262
1453,SiO2,Sphere,None,Commercial,,,,15000.0,H,Human,Umbilical Vein,Endothelial,Embryonic,24.0,50.0,CCK-8,TetrazoliumSalt,57.649,10.2147/IJN.S208225,,,50.0,,HUVEC,231.53262
1454,SiO2,Sphere,None,Commercial,,,,15000.0,H,Human,Umbilical Vein,Endothelial,Embryonic,24.0,6.25,CCK-8,TetrazoliumSalt,101.49,10.2147/IJN.S208225,,,100.0,,HUVEC,231.53262
1455,SiO2,Sphere,None,Commercial,,,,15000.0,H,Human,Umbilical Vein,Endothelial,Embryonic,24.0,12.5,CCK-8,TetrazoliumSalt,102.24,10.2147/IJN.S208225,,,100.0,,HUVEC,231.53262
1456,SiO2,Sphere,None,Commercial,,,,15000.0,H,Human,Umbilical Vein,Endothelial,Embryonic,24.0,25.0,CCK-8,TetrazoliumSalt,95.522,10.2147/IJN.S208225,,,100.0,,HUVEC,231.53262
1457,SiO2,Sphere,None,Commercial,,,,15000.0,H,Human,Umbilical Vein,Endothelial,Embryonic,24.0,50.0,CCK-8,TetrazoliumSalt,102.8,10.2147/IJN.S208225,,,100.0,,HUVEC,231.53262
1458,TiO2,Sphere,None,Commercial,,,,15000.0,H,Human,Umbilical Vein,Endothelial,Embryonic,24.0,6.25,CCK-8,TetrazoliumSalt,98.556,10.2147/IJN.S208225,,,25.0,,HUVEC,231.53262
1459,TiO2,Sphere,None,Commercial,,,,15000.0,H,Human,Umbilical Vein,Endothelial,Embryonic,24.0,12.5,CCK-8,TetrazoliumSalt,94.404,10.2147/IJN.S208225,,,25.0,,HUVEC,231.53262
1460,TiO2,Sphere,None,Commercial,,,,15000.0,H,Human,Umbilical Vein,Endothelial,Embryonic,24.0,25.0,CCK-8,TetrazoliumSalt,74.007,10.2147/IJN.S208225,,,25.0,,HUVEC,60.08431
1461,TiO2,Sphere,None,Commercial,,,,15000.0,H,Human,Umbilical Vein,Endothelial,Embryonic,24.0,50.0,CCK-8,TetrazoliumSalt,43.863,10.2147/IJN.S208225,,,25.0,,HUVEC,60.08431
1462,TiO2,Sphere,None,Commercial,,,,15000.0,H,Human,Umbilical Vein,Endothelial,Embryonic,24.0,6.25,CCK-8,TetrazoliumSalt,88.267,10.2147/IJN.S208225,,,30.0,,HUVEC,60.08431
1463,TiO2,Sphere,None,Commercial,,,,15000.0,H,Human,Umbilical Vein,Endothelial,Embryonic,24.0,12.5,CCK-8,TetrazoliumSalt,79.964,10.2147/IJN.S208225,,,30.0,,HUVEC,60.08431
1464,TiO2,Sphere,None,Commercial,,,,15000.0,H,Human,Umbilical Vein,Endothelial,Embryonic,24.0,25.0,CCK-8,TetrazoliumSalt,78.7,10.2147/IJN.S208225,,,30.0,,HUVEC,60.08431
1465,TiO2,Sphere,None,Commercial,,,,15000.0,H,Human,Umbilical Vein,Endothelial,Embryonic,24.0,50.0,CCK-8,TetrazoliumSalt,68.592,10.2147/IJN.S208225,,,30.0,,HUVEC,60.08431
1466,TiO2,Sphere,None,Commercial,,,,15000.0,H,Human,Umbilical Vein,Endothelial,Embryonic,24.0,6.25,CCK-8,TetrazoliumSalt,100.36,10.2147/IJN.S208225,,,80.0,,HUVEC,60.08431
1467,TiO2,Sphere,None,Commercial,,,,15000.0,H,Human,Umbilical Vein,Endothelial,Embryonic,24.0,12.5,CCK-8,TetrazoliumSalt,99.097,10.2147/IJN.S208225,,,80.0,,HUVEC,60.08431
1468,TiO2,Sphere,None,Commercial,,,,15000.0,H,Human,Umbilical Vein,Endothelial,Embryonic,24.0,25.0,CCK-8,TetrazoliumSalt,93.682,10.2147/IJN.S208225,,,80.0,,HUVEC,60.08431
1469,TiO2,Sphere,None,Commercial,,,,15000.0,H,Human,Umbilical Vein,Endothelial,Embryonic,24.0,50.0,CCK-8,TetrazoliumSalt,85.921,10.2147/IJN.S208225,,,80.0,,HUVEC,60.08431
1470,TiO2,Sphere,None,Commercial,,,,15000.0,H,Human,Umbilical Vein,Endothelial,Embryonic,24.0,6.25,CCK-8,TetrazoliumSalt,87.726,10.2147/IJN.S208225,,,100.0,,HUVEC,60.08431
1471,TiO2,Sphere,None,Commercial,,,,15000.0,H,Human,Umbilical Vein,Endothelial,Embryonic,24.0,12.5,CCK-8,TetrazoliumSalt,93.141,10.2147/IJN.S208225,,,100.0,,HUVEC,60.08431
1472,TiO2,Sphere,None,Commercial,,,,15000.0,H,Human,Umbilical Vein,Endothelial,Embryonic,24.0,25.0,CCK-8,TetrazoliumSalt,83.574,10.2147/IJN.S208225,,,100.0,,HUVEC,60.08431
1473,TiO2,Sphere,None,Commercial,,,,15000.0,H,Human,Umbilical Vein,Endothelial,Embryonic,24.0,50.0,CCK-8,TetrazoliumSalt,87.184,10.2147/IJN.S208225,,,100.0,,HUVEC,60.08431
1474,C,Nanotube,COOH,Oxidation/Sonication,,128.5,,15000.0,H,Human,Umbilical Vein,Endothelial,Embryonic,24.0,7.5,CCK-8,TetrazoliumSalt,91.682,10.2147/IJN.S208225,,,,,HUVEC,60.08431
1475,C,Nanotube,COOH,Oxidation/Sonication,,128.5,,15000.0,H,Human,Umbilical Vein,Endothelial,Embryonic,24.0,15.0,CCK-8,TetrazoliumSalt,91.682,10.2147/IJN.S208225,,,,,HUVEC,60.08431
1476,C,Nanotube,COOH,Oxidation/Sonication,,128.5,,15000.0,H,Human,Umbilical Vein,Endothelial,Embryonic,24.0,30.0,CCK-8,TetrazoliumSalt,92.25,10.2147/IJN.S208225,,,,,HUVEC,60.08431
1477,C,Nanotube,COOH,Oxidation/Sonication,,128.5,,15000.0,H,Human,Umbilical Vein,Endothelial,Embryonic,24.0,60.0,CCK-8,TetrazoliumSalt,86.767,10.2147/IJN.S208225,,,,,HUVEC,60.08431
1478,Fe3O4,Sphere,Dextran,Commercial,,,,15000.0,H,Human,Umbilical Vein,Endothelial,Embryonic,24.0,30.0,CCK-8,TetrazoliumSalt,99.258,10.2147/IJN.S208225,,,30.15,,HUVEC,60.08431
1479,Fe3O4,Sphere,Dextran,Commercial,,,,15000.0,H,Human,Umbilical Vein,Endothelial,Embryonic,24.0,60.0,CCK-8,TetrazoliumSalt,96.289,10.2147/IJN.S208225,,,30.15,,HUVEC,60.08431
1480,Fe3O4,Sphere,Dextran,Commercial,,,,15000.0,H,Human,Umbilical Vein,Endothelial,Embryonic,24.0,120.0,CCK-8,TetrazoliumSalt,92.579,10.2147/IJN.S208225,,,30.15,,HUVEC,60.08431
1481,Fe3O4,Sphere,Dextran,Commercial,,,,15000.0,H,Human,Umbilical Vein,Endothelial,Embryonic,24.0,240.0,CCK-8,TetrazoliumSalt,95.547,10.2147/IJN.S208225,,,30.15,,HUVEC,60.08431
1482,Fe3O4,Sphere,DMSA,Commercial,,,,15000.0,H,Human,Umbilical Vein,Endothelial,Embryonic,24.0,30.0,CCK-8,TetrazoliumSalt,97.403,10.2147/IJN.S208225,,,45.3,,HUVEC,60.08431
1483,Fe3O4,Sphere,DMSA,Commercial,,,,15000.0,H,Human,Umbilical Vein,Endothelial,Embryonic,24.0,60.0,CCK-8,TetrazoliumSalt,55.473,10.2147/IJN.S208225,,,45.3,,HUVEC,60.08431
1484,Fe3O4,Sphere,DMSA,Commercial,,,,15000.0,H,Human,Umbilical Vein,Endothelial,Embryonic,24.0,120.0,CCK-8,TetrazoliumSalt,3.8961,10.2147/IJN.S208225,,,45.3,,HUVEC,60.08431
1485,Fe3O4,Sphere,DMSA,Commercial,,,,15000.0,H,Human,Umbilical Vein,Endothelial,Embryonic,24.0,240.0,CCK-8,TetrazoliumSalt,4.4527,10.2147/IJN.S208225,,,45.3,,HUVEC,60.08431
1486,Au,Sphere,MSA,Chemical Reduction,Negative,,,,H,Human,Embryo,Spindle,Embryonic,24.0,10.0,Live/Dead,TrypanBlue,15.174,10.1002/smll.201502346,,,1.5,,WA09,60.08431
1487,Au,Sphere,MSA,Chemical Reduction,Negative,7.6,,,H,Human,Embryo,Spindle,Embryonic,24.0,10.0,Live/Dead,TrypanBlue,98.172,10.1002/smll.201502346,,,4.2,,WA09,60.08431
1488,Au,Sphere,Citrate,Chemical Reduction,Negative,21.2,,,H,Human,Embryo,Spindle,Embryonic,24.0,10.0,Live/Dead,TrypanBlue,103.47,10.1002/smll.201502346,,,13.6,,WA09,196.966569
1489,Au,Sphere,MSA,Chemical Reduction,Negative,,,100000.0,H,Human,Embryo,Spindle,Embryonic,24.0,10.0,MTT,TetrazoliumSalt,14.259,10.1002/smll.201502346,,,1.5,,WA09,196.966569
1490,Au,Sphere,MSA,Chemical Reduction,Negative,7.6,,100000.0,H,Human,Embryo,Spindle,Embryonic,24.0,10.0,MTT,TetrazoliumSalt,90.494,10.1002/smll.201502346,,,4.2,,WA09,196.966569
1491,Au,Sphere,Citrate,Chemical Reduction,Negative,21.2,,100000.0,H,Human,Embryo,Spindle,Embryonic,24.0,10.0,MTT,TetrazoliumSalt,79.087,10.1002/smll.201502346,,,13.6,,WA09,196.966569
1492,Au,Sphere,MSA,Chemical Reduction,Negative,,,,H,Human,Embryo,Spindle,Embryonic,24.0,0.001,Live/Dead,TrypanBlue,90.573,10.1002/smll.201502346,,,1.5,,WA09,196.966569
1493,Au,Sphere,MSA,Chemical Reduction,Negative,,,,H,Human,Embryo,Spindle,Embryonic,24.0,0.01,Live/Dead,TrypanBlue,87.616,10.1002/smll.201502346,,,1.5,,WA09,196.966569
1494,Au,Sphere,MSA,Chemical Reduction,Negative,,,,H,Human,Embryo,Spindle,Embryonic,24.0,0.1,Live/Dead,TrypanBlue,75.97,10.1002/smll.201502346,,,1.5,,WA09,196.966569
1495,Au,Sphere,MSA,Chemical Reduction,Negative,,,,H,Human,Embryo,Spindle,Embryonic,24.0,1.0,Live/Dead,TrypanBlue,56.562,10.1002/smll.201502346,,,1.5,,WA09,196.966569
1496,Au,Sphere,MSA,Chemical Reduction,Negative,,,,H,Human,Embryo,Spindle,Embryonic,24.0,10.0,Live/Dead,TrypanBlue,0.92421,10.1002/smll.201502346,,,1.5,,WA09,196.966569
1497,Au,Sphere,MSA,Chemical Reduction,Negative,,,100000.0,H,Human,Embryo,Spindle,Embryonic,24.0,0.001,MTT,TetrazoliumSalt,80.591,10.1002/smll.201502346,,,1.5,,WA09,196.966569
1498,Au,Sphere,MSA,Chemical Reduction,Negative,,,100000.0,H,Human,Embryo,Spindle,Embryonic,24.0,0.01,MTT,TetrazoliumSalt,66.174,10.1002/smll.201502346,,,1.5,,WA09,196.966569
1499,Au,Sphere,MSA,Chemical Reduction,Negative,,,100000.0,H,Human,Embryo,Spindle,Embryonic,24.0,0.1,MTT,TetrazoliumSalt,62.477,10.1002/smll.201502346,,,1.5,,WA09,196.966569
1500,Au,Sphere,MSA,Chemical Reduction,Negative,,,100000.0,H,Human,Embryo,Spindle,Embryonic,24.0,1.0,MTT,TetrazoliumSalt,38.078,10.1002/smll.201502346,,,1.5,,WA09,196.966569
1504,Au,Sphere,None,Biosynthesis,Negative,,,5000.0,H,Human,Cervix,Epithelial,Adult,24.0,50.0,MTT,TetrazoliumSalt,96.19,10.1007/s10876-019-01695-5,,,6.0,,HeLa,196.966569
1505,Au,Sphere,None,Biosynthesis,Negative,,,5000.0,H,Human,Cervix,Epithelial,Adult,24.0,100.0,MTT,TetrazoliumSalt,75.873,10.1007/s10876-019-01695-5,,,6.0,,HeLa,196.966569
1506,Au,Sphere,None,Biosynthesis,Negative,,,5000.0,H,Human,Cervix,Epithelial,Adult,24.0,200.0,MTT,TetrazoliumSalt,47.09,10.1007/s10876-019-01695-5,,,6.0,,HeLa,196.966569
1507,Au,Sphere,None,Biosynthesis,Negative,,,5000.0,H,Human,Cervix,Epithelial,Adult,24.0,400.0,MTT,TetrazoliumSalt,37.249,10.1007/s10876-019-01695-5,,,6.0,,HeLa,196.966569
1508,Au,Sph/Hex/Ova,Citrate,Chemical Reduction,,,,5000.0,H,Human,Cervix,Epithelial,Adult,24.0,50.0,MTT,TetrazoliumSalt,98.836,10.1007/s10876-019-01695-5,,,12.5,,HeLa,196.966569
1509,Au,Sph/Hex/Ova,Citrate,Chemical Reduction,,,,5000.0,H,Human,Cervix,Epithelial,Adult,24.0,100.0,MTT,TetrazoliumSalt,89.63,10.1007/s10876-019-01695-5,,,12.5,,HeLa,196.966569
1510,Au,Sph/Hex/Ova,Citrate,Chemical Reduction,,,,5000.0,H,Human,Cervix,Epithelial,Adult,24.0,200.0,MTT,TetrazoliumSalt,78.836,10.1007/s10876-019-01695-5,,,12.5,,HeLa,196.966569
1511,Au,Sph/Hex/Ova,Citrate,Chemical Reduction,,,,5000.0,H,Human,Cervix,Epithelial,Adult,24.0,400.0,MTT,TetrazoliumSalt,77.778,10.1007/s10876-019-01695-5,,,12.5,,HeLa,196.966569
1512,Au,Sphere,None,Biosynthesis,Negative,,,5000.0,H,Human,Kidney,Epithelial,Embryonic,24.0,50.0,MTT,TetrazoliumSalt,94.301,10.1007/s10876-019-01695-5,,,6.0,,HEK293,107.8682
1513,Au,Sphere,None,Biosynthesis,Negative,,,5000.0,H,Human,Kidney,Epithelial,Embryonic,24.0,100.0,MTT,TetrazoliumSalt,93.534,10.1007/s10876-019-01695-5,,,6.0,,HEK293,107.8682
1514,Au,Sphere,None,Biosynthesis,Negative,,,5000.0,H,Human,Kidney,Epithelial,Embryonic,24.0,200.0,MTT,TetrazoliumSalt,89.918,10.1007/s10876-019-01695-5,,,6.0,,HEK293,107.8682
1515,Au,Sphere,None,Biosynthesis,Negative,,,5000.0,H,Human,Kidney,Epithelial,Embryonic,24.0,400.0,MTT,TetrazoliumSalt,81.479,10.1007/s10876-019-01695-5,,,6.0,,HEK293,107.8682
1516,Au,Sph/Hex/Ova,Citrate,Chemical Reduction,,,,5000.0,H,Human,Kidney,Epithelial,Embryonic,24.0,50.0,MTT,TetrazoliumSalt,87.945,10.1007/s10876-019-01695-5,,,12.5,,HEK293,107.8682
1517,Au,Sph/Hex/Ova,Citrate,Chemical Reduction,,,,5000.0,H,Human,Kidney,Epithelial,Embryonic,24.0,100.0,MTT,TetrazoliumSalt,78.082,10.1007/s10876-019-01695-5,,,12.5,,HEK293,107.8682
1518,Au,Sph/Hex/Ova,Citrate,Chemical Reduction,,,,5000.0,H,Human,Kidney,Epithelial,Embryonic,24.0,200.0,MTT,TetrazoliumSalt,66.904,10.1007/s10876-019-01695-5,,,12.5,,HEK293,107.8682
1519,Au,Sph/Hex/Ova,Citrate,Chemical Reduction,,,,5000.0,H,Human,Kidney,Epithelial,Embryonic,24.0,400.0,MTT,TetrazoliumSalt,48.164,10.1007/s10876-019-01695-5,,,12.5,,HEK293,107.8682
1520,Au,Sphere,None,Biosynthesis,Negative,,,5000.0,H,Human,Lung,Epithelial,Adult,24.0,50.0,MTT,TetrazoliumSalt,89.18,10.1007/s10876-019-01695-5,,,6.0,,H1299,107.8682
1521,Au,Sphere,None,Biosynthesis,Negative,,,5000.0,H,Human,Lung,Epithelial,Adult,24.0,100.0,MTT,TetrazoliumSalt,72.85,10.1007/s10876-019-01695-5,,,6.0,,H1299,107.8682
1522,Au,Sphere,None,Biosynthesis,Negative,,,5000.0,H,Human,Lung,Epithelial,Adult,24.0,200.0,MTT,TetrazoliumSalt,57.024,10.1007/s10876-019-01695-5,,,6.0,,H1299,107.8682
1523,Au,Sphere,None,Biosynthesis,Negative,,,5000.0,H,Human,Lung,Epithelial,Adult,24.0,400.0,MTT,TetrazoliumSalt,47.125,10.1007/s10876-019-01695-5,,,6.0,,H1299,107.8682
1524,Au,Sph/Hex/Ova,Citrate,Chemical Reduction,,,,5000.0,H,Human,Lung,Epithelial,Adult,24.0,50.0,MTT,TetrazoliumSalt,90.82,10.1007/s10876-019-01695-5,,,12.5,,H1299,107.8682
1525,Au,Sph/Hex/Ova,Citrate,Chemical Reduction,,,,5000.0,H,Human,Lung,Epithelial,Adult,24.0,100.0,MTT,TetrazoliumSalt,83.695,10.1007/s10876-019-01695-5,,,12.5,,H1299,107.8682
1526,Au,Sph/Hex/Ova,Citrate,Chemical Reduction,,,,5000.0,H,Human,Lung,Epithelial,Adult,24.0,200.0,MTT,TetrazoliumSalt,75.687,10.1007/s10876-019-01695-5,,,12.5,,H1299,107.8682
1527,Au,Sph/Hex/Ova,Citrate,Chemical Reduction,,,,5000.0,H,Human,Lung,Epithelial,Adult,24.0,400.0,MTT,TetrazoliumSalt,71.841,10.1007/s10876-019-01695-5,,,12.5,,H1299,107.8682
1528,Au,Sphere,None,Biosynthesis,Negative,,,5000.0,H,Human,Breast,Epithelial,Adult,24.0,50.0,MTT,TetrazoliumSalt,86.145,10.1007/s10876-019-01695-5,,,6.0,,MCF-7,107.8682
1529,Au,Sphere,None,Biosynthesis,Negative,,,5000.0,H,Human,Breast,Epithelial,Adult,24.0,100.0,MTT,TetrazoliumSalt,69.675,10.1007/s10876-019-01695-5,,,6.0,,MCF-7,107.8682
1530,Au,Sphere,None,Biosynthesis,Negative,,,5000.0,H,Human,Breast,Epithelial,Adult,24.0,200.0,MTT,TetrazoliumSalt,43.917,10.1007/s10876-019-01695-5,,,6.0,,MCF-7,107.8682
1531,Au,Sphere,None,Biosynthesis,Negative,,,5000.0,H,Human,Breast,Epithelial,Adult,24.0,400.0,MTT,TetrazoliumSalt,32.09,10.1007/s10876-019-01695-5,,,6.0,,MCF-7,107.8682
1532,Au,Sph/Hex/Ova,Citrate,Chemical Reduction,,,,5000.0,H,Human,Breast,Epithelial,Adult,24.0,50.0,MTT,TetrazoliumSalt,91.84,10.1007/s10876-019-01695-5,,,12.5,,MCF-7,107.8682
1533,Au,Sph/Hex/Ova,Citrate,Chemical Reduction,,,,5000.0,H,Human,Breast,Epithelial,Adult,24.0,100.0,MTT,TetrazoliumSalt,84.568,10.1007/s10876-019-01695-5,,,12.5,,MCF-7,107.8682
1534,Au,Sph/Hex/Ova,Citrate,Chemical Reduction,,,,5000.0,H,Human,Breast,Epithelial,Adult,24.0,200.0,MTT,TetrazoliumSalt,75.632,10.1007/s10876-019-01695-5,,,12.5,,MCF-7,107.8682
1535,Au,Sph/Hex/Ova,Citrate,Chemical Reduction,,,,5000.0,H,Human,Breast,Epithelial,Adult,24.0,400.0,MTT,TetrazoliumSalt,68.711,10.1007/s10876-019-01695-5,,,12.5,,MCF-7,107.8682
1536,Au,Sphere,None,Biosynthesis,Negative,,,5000.0,H,Human,Lung,Epithelial,Adult,24.0,50.0,MTT,TetrazoliumSalt,78.221,10.1007/s10876-019-01695-5,,,6.0,,A549,60.08431
1537,Au,Sphere,None,Biosynthesis,Negative,,,5000.0,H,Human,Lung,Epithelial,Adult,24.0,100.0,MTT,TetrazoliumSalt,68.798,10.1007/s10876-019-01695-5,,,6.0,,A549,60.08431
1538,Au,Sphere,None,Biosynthesis,Negative,,,5000.0,H,Human,Lung,Epithelial,Adult,24.0,200.0,MTT,TetrazoliumSalt,52.139,10.1007/s10876-019-01695-5,,,6.0,,A549,60.08431
1539,Au,Sphere,None,Biosynthesis,Negative,,,5000.0,H,Human,Lung,Epithelial,Adult,24.0,400.0,MTT,TetrazoliumSalt,30.264,10.1007/s10876-019-01695-5,,,6.0,,A549,60.08431
1540,Au,Sph/Hex/Ova,Citrate,Chemical Reduction,,,,5000.0,H,Human,Lung,Epithelial,Adult,24.0,50.0,MTT,TetrazoliumSalt,88.654,10.1007/s10876-019-01695-5,,,12.5,,A549,60.08431
1541,Au,Sph/Hex/Ova,Citrate,Chemical Reduction,,,,5000.0,H,Human,Lung,Epithelial,Adult,24.0,100.0,MTT,TetrazoliumSalt,78.642,10.1007/s10876-019-01695-5,,,12.5,,A549,60.08431
1542,Au,Sph/Hex/Ova,Citrate,Chemical Reduction,,,,5000.0,H,Human,Lung,Epithelial,Adult,24.0,200.0,MTT,TetrazoliumSalt,67.704,10.1007/s10876-019-01695-5,,,12.5,,A549,107.8682
1543,Au,Sph/Hex/Ova,Citrate,Chemical Reduction,,,,5000.0,H,Human,Lung,Epithelial,Adult,24.0,400.0,MTT,TetrazoliumSalt,60.805,10.1007/s10876-019-01695-5,,,12.5,,A549,107.8682
1544,Ag,Sphere,CYS,Chemical Reduction,Negative,,,5000.0,A,Mouse,SubcutaneousConnectiveTissue,Fibroblast,Adult,24.0,1.0,MTT,TetrazoliumSalt,103.7,10.3762/bxiv.2019.15.v1,,,8.0,-56.9,L929,107.8682
1545,Ag,Sphere,CYS,Chemical Reduction,Negative,,,5000.0,A,Mouse,SubcutaneousConnectiveTissue,Fibroblast,Adult,24.0,5.0,MTT,TetrazoliumSalt,98.413,10.3762/bxiv.2019.15.v1,,,8.0,-56.9,L929,107.8682
1546,Ag,Sphere,CYS,Chemical Reduction,Negative,,,5000.0,A,Mouse,SubcutaneousConnectiveTissue,Fibroblast,Adult,24.0,10.0,MTT,TetrazoliumSalt,85.185,10.3762/bxiv.2019.15.v1,,,8.0,-56.9,L929,107.8682
